conversation_id,customer_message,intent
793413,Dear @AppleSupport my phone freezes at least 20 times a day. Updating to iOS 11.0.3 did not fix the issue. What’s going on?? iPhone 7 btw,Phone Performance
657050,@115858 ☹️ my phone keeps freezing since I’ve updated it but it’s brand new. cmon man.,Phone Performance
746369,since the latest update my phone battery doesn’t last an hour even after being charged can you please help,Battery
2838699,My @115858 iPad pro is suddenly not charging / charging super slowly. Anyone else? Any fixes? As usual its following an update. Mines just out of support period and I'm along way from a store. #ipadpro,Battery
2093796,So Ive had an iPhone since the series 3. Never had a cracked screen. Have had the X for four days and CRACK. Wtf @115858 I want my $ back,Screen & Camera
484534,So freaking tired of my iPhone 6S Plus after upgrading to iOS 11 and using it for months now. My phone’s screen freezes too out of nowhere and randomly taps on-screen buttons. It’s so unusable and frustrating. Fix it ASAP @115858 @AppleSupport,Phone Performance
2402102,@115858 when are you going to fix the issue with the camera roll order that has happened since iOS 11? This has now happened on my phone and I’m not impressed! Please advise [URL],Screen & Camera
2869695,"I am unable to enter my password into my 2015 MACBOOK pro. I get ""unknown error occurred"" code. What to do?",Apple ID
1551360,@115858 can y’all please fix this problem I️ I️ I️ I️ I️ I️ .. I️ can’t type the letter after “H” in the alphabet 😤😤😤 @AppleSupport,Keyboard
1475373,"How do you disable the ""iTunes has stopped updating..."" podcasts feature in iTunes?",Apps & Storage
1085222,This new update makes my battery life drop faster than my self esteem @AppleSupport,Battery
2042657,". @AppleSupport frustrated the battery dies within minutes now, photos were lost!! How do I uninstall this “update” ?!? #iPhoneUpdate",Battery
1735798,Anyways Angel still won't play/download on my iTunes ever since I purchased the album @AppleSupport fix my iTunes plz n thnx bb,Apps & Storage
1633118,"Constant, persistent lagging on the keyboard when typing with the new #ios11.1 os. Any ideas? @115858 @AppleSupport",Keyboard
1887698,why are your headphones so easily breakable I’ve only had them for two months and they broke and I’m crying,Sound & Bluetooth
156040,is there not a simple fix for a disabled Apple ID?,Apple ID
1650163,@115858 y’all need to fix this problem on iPhone with the letter I️ because this isent flying #iOS11,Keyboard
956413,My phone keeps randomly restarting ever since I did the update. Is there a fix for this?,Phone Performance
368767,"my dad has updated his phone and it said 'deleted iCloud data' - I signed back into his iCloud, but photos aren't there.",Apps & Storage
2756825,Is anyone else having problems with their iOS? My phone keeps crashing and just erased all my pictures. What’s happening @AppleSupport,Phone Performance
1346387,@115858 #ios11 is BULLSHIT. My touch screen doesn’t respond after the updates and I’ve never had problems before. 🙄,Screen & Camera
1980633,Can’t access my iCloud account as it’s connected to my old number and bank details @AppleSupport what can I do??,Apple ID
661557,Waited three years before upgrading to the iPhone X and three days in I get to be one of the lucky few with the green line of death @115858 @277633 [URL],Screen & Camera
1148411,The iOS 11 is causing my iphone 6s+’s battery to drain faster. I hate it. @AppleSupport,Battery
1492600,Imma need for @115858 to fix this letter I️ bullshit,Keyboard
1124864,"@115858 @AppleSupport When having headphones plugged in Siri constantly starts, music starts without even touching the phone.",Sound & Bluetooth
81967,Garageband and Premier having different things that I can’t do on the other give me a headache @115858 you’re a top corporation in technology and your Garbageband can’t do a simple fill left with right and right with left I can’t balance the headphones what the hell,Sound & Bluetooth
2060141,"when I go to photos, and try to text that photo to someone my phone freezes, has ever since iOS 11. Fix this garbage update or let me go back to 10.3.3 7+ 128gb",Phone Performance
2942133,"sum1 please tell my why 4000 photos that I deleted (some over 2 years ago) suddenly appeared back onto my camera roll, all out of order HOW CAN I FIX THIS @applesupport??",Screen & Camera
2485717,this type of UI glitch (even happens with 1st-party notifications) has been happening since before v11 and on two different iPhones. Where should I submit issues like this? [URL],Keyboard
582763,"i have internet connection problem & every time iam trying to download 11.2 update from itunes & disconnects, it starts all over again. why itunes can't continue download the update like the iphone itself?",Apps & Storage
1298159,Any ideas @115858 it is driving me insane. Is keeps autocorrecting to I.S !!!! 😡😡😡😡 #annoying #autocorrect #smallthings [URL],Keyboard
2636987,Hi @AppleSupport: can you help me understand why my phone has only been off the charger for a few hours and my battery is already just about dead? FYI my phone’s battery has dropped another 10% in the time it’s taken me to take this screenshot and compose this tweet. [URL],Battery
2557398,"why do I have to restart my phone sometimes to even update my apps? When I do try to they get stuck as if they were downloading. I have signed out of my iTunes and App Store, and signed out of my iPhone.",Apps & Storage
2310665,i was texting my friend on my phone and my phone screen went black instantly. music was still playing in the background but the screen just went black and i dont know what to do???,Screen & Camera
1990620,"iOs11's latest has rendered my iphone6 almost unusable. Keeps crashing, has to be restarted to hear calls! Alarm no sound...",Sound & Bluetooth
2949572,@115858 keeps charging me $1 a month for icloud storage but my iphone still hasn’t backed up in 92 weeks... what’s going on here 🤔,Apps & Storage
950993,Hey @AppleSupport where can I find the free app of the week on the new App Store in iOS 11?,Apps & Storage
1975229,@115858 fix the text message app. I’m tired of my keyboard popping over my text and having to completely leave the app,Keyboard
2148096,what should I do if my battery drains quickly on iOS 11,Battery
1566816,i cant update apps I downloaded with a different id from the one im using rn and i dont want to delete them and download again,Apps & Storage
228458,"I need to get my 6s repaired-it qualifies for the unexpected shutdown defect/recall. At a Apple retail store, do they just replace the battery or whole phone for a different one? Thanks! JZ",Battery
1933042,"hi, since updating to iOS 11 both my iPhone 5s are experiencing not charging issue. Is this a known bug?",Battery
1143523,can't sign in2 iTunes Store becuz Apple ID email does not exist Yahoo deleted it for inactivity yrs ago n phone logged me out?,Apple ID
2079375,It’s the 10th time my iPhone freezes today after the new iOS update 🙃🙃🙃 @115858 about to make me switch back to Android after 5 years 🙃🙃,Phone Performance
2892059,@115858 I’m using the EarPods and my phone says “accessory not supported.” What do I do..?,Sound & Bluetooth
939144,is there a way to disable the keyboard settings shortcut? [URL],Keyboard
208953,Yo @115858 WTF is with this auto WiFi and Bluetooth connection... it’s mad annoying!!!,Sound & Bluetooth
782369,"@115858 ios 11.0.2 frequent disconnects from internet wifi , had to restart phone thrice to make this far to tweet and battery still sucks!",Battery
1482374,your forgot password reset makes me want to blow my bloody brains out. i keep typing the verification code and it won't take.,Apple ID
2577085,@115858 wtf is this it to I.T autocorrect?!,Keyboard
2964487,"when will iPhone freezing be fixed? It’s happened since iOS 11, on mine and my friends phones and app’s stop working.",Phone Performance
553552,My phone keeps restarting itself every 30 seconds 🙃 fix my phone @115858,Phone Performance
176010,Every time I turn my phone on Bluetooth randomly turns on and kills my battery @AppleSupport wyd?,Sound & Bluetooth
2869665,Hey @AppleSupport Are iTunes Match and iTunes Music two different things? or am I safe to cancel one?,Apps & Storage
2063051,"Hey @115858, since new update: my phone is slower and the battery dies faster. Thanks! #iPhoneUpdate #sluggish",Battery
296451,dowloaded ios 11 and now my phone drains battery even when plugged in,Battery
761306,It’s really pissing me off not having headphone for my 7 plus and I lost that damn piece months ago. @115858 I want another one,Sound & Bluetooth
1276305,"iTunes says my Apple Music subscription is up in November, but when I try to access my songs, it says I’m not subscribed.",Apps & Storage
958209,Que feio #apple #beats @AppleSupport warranty covers?? [URL],Sound & Bluetooth
1503993,can't log in to icloud the popup msg to which i should enter verification code is not working,Apple ID
2900383,How do I use my iPhone lightning headphones on my 2013 Macbook 3.5mm jack or on the airplane when I travel?,Sound & Bluetooth
1905461,"@115858 @AppleSupport IOS 11.0.3 The worst update by far. Lots of problems, freezes, Bluetooth no connecting correctly, several force closes",Sound & Bluetooth
541118,why tf my phone keep restarting!,Phone Performance
556206,"any idea why this happens? When i click on emoji, my keyboard goes up! See the video below! @115858 [URL]",Keyboard
903697,My @115858 beatsX and AirPods no longer pair to my iphones. iPad ok. All been upgraded. These $AAPL upgrades suck!!!! Their #windowsXP moment.,Sound & Bluetooth
766250,I got the newest update meant to fix bugs but now my iPhone keeps randomly shutting down @AppleSupport wtf did you do to my phone???,Phone Performance
2547128,I can not make a Apple ID AT THE MOMENT please tell me why,Apple ID
1224431,"Fucking ridiculous I️ can’t type the letter I️ since upgrading my perfectly fine phone. FUCK YOU, @115858. #iosupdate #iphone",Keyboard
567667,.@115858 is celebrating the 10th anniversary of the iPhone and iCloud storage STILL doesn't work properly #Technical #Bugs #iPhone #Apple,Apps & Storage
1914187,I need help with the App Store,Apps & Storage
701603,"Hey, @115858 it's hard to schedule a GeniusBar appointment if I can't receive the two-factor authentication on my broken phone #help [URL]",Apple ID
995555,@115858 iPhone 6S battery is terrible! I’m done with it. Can’t even go out a full day without it depleting. Will be getting an android next..,Battery
1113895,"Ever since I updated my iPhone to iOS 11.0.3, my battery’s been draining like crazy. Fix this ASAP @115858 @AppleSupport",Battery
286403,@115858 serious battery issues with iOS 11 in iPhone 6s Plus,Battery
2020287,I️ do not want to turn off autocorrect. I️ just want it fixed. 😭 @115858 wh-I️ !??,Keyboard
1168954,Kindly fix the lag when doing 3D touch in the homescreen and pls bring back 3D touch left side of the screen to app switch 😡 @115858,Screen & Camera
1846911,The new IOS update has officially ruined my phone. Keeps restarting and shutting off. Cannot run new update. Need help ASAP,Phone Performance
820686,If my Apple ID signs me out one more time I’ll hit the roof @AppleSupport #ios11update,Apple ID
1880165,"ur iOS update has all kinds of crap, lately the camera keeps going black and closing, using 6+ #iphone #ios11 sucks",Screen & Camera
2114740,Hey @115858 are we all just going to live with the fact that we’ll never be able to type the letter I️ again?,Keyboard
995133,why does my music player always appear on my lock screen? I’m not playing music nor is it connected to a Bluetooth device.,Sound & Bluetooth
1416949,Why does my iphone 6s plus turn into an unresponsive piece of shit when it reaches at or below 30% battery? 🙄🙄,Battery
337461,my iPhone 7plus just switched off at 50% and now it won’t switch back on and it has this spinning wheel for the past hour,Phone Performance
1539927,Are the Apple ID servers down at the moment?,Apple ID
2179488,Dear @115858 @AppleSupport please also concentrate on iphone 6 model too when update is rollout. Really it’s annoying after update 11.1.2 iOS. Battery standup is not even one full day. Why i chose iPhone is for battery & performance.But now?I hope you listen to your customers.🙁📱,Battery
1926618,"My daughter's iTunes is on my account, but her iCloud is on hers. How can I upgrade her iCloud storage?",Apps & Storage
939601,@115858 I’m sick and tired of my phone lagging and freezing. Y’all better fix it or @1647 bout to know me,Phone Performance
957632,"trying to re-add ringtones to my iPhone w. iTunes 12.7. dragging files to device doesn't work. ""Manually manage"" is selected",Apps & Storage
1851694,"I guess someone got the #UITableView wrong for a moment at @115858. Never mind fellas, it happens 🙂 #ios11 #AppStore [URL]",Apps & Storage
1974288,"@115858, my #iPhoneX has been “preparing for shipment” since Saturday... getting annoyed. 😒",Other
2185421,"@AppleSupport Hi team! I’m here for Apple Music app. I’m 28 years old male but now I can’t even download an explicit song from Apple Music app. Please enlighten me! I’ve tried Restrictions settings, too. Not working!",Apps & Storage
9304,why are my I ‘s changing into I️ ?!!!!!,Keyboard
550737,HOW I FIX THIS??? Everytime time I go to any app in a few seconds appears the Spinning Wheel. I have an Iphone6. [URL],Phone Performance
632928,New iOS 11.0.2 on iPhone7+. Status bar no longer shows if Bluetooth connected & does not show connected device battery life! @AppleSupport,Sound & Bluetooth
269170,I got this after installing your High Sierra dot update from the Mac App Store. [URL],Apps & Storage
803115,God knows what Apple has done to iPhone 7 with is latest iOS 11 phone is lagging and even gets unresponsive sometimes @AppleSupport @115858 [URL],Phone Performance
2019796,I changed my Apple ID today and now none of my messages are syncing across devices. Can anyone help?,Apple ID
936769,@115858 @AppleSupport I have updated my 6s to ios 11.0.3 and the battery is draining very fast.Kindly fix the problem asap.,Battery
2692850,"I updated iOS 11.1.2 in my IPhone 6s and my battery is not working well, I already tried maximizing performance what can I do?",Battery
31962,AirPods are connected but don’t play audio anymore any troubleshooting tips?,Sound & Bluetooth
1767417,I have an iPhone 7 Plus and I am unable to update to iOS 11.1 tried on the phone and with iTunes.,Apps & Storage
2592249,Hello . Please resolve my issue so you can not reset Security Questions,Apple ID
1710696,So I didn’t even have the I️ glitch and then it turned up this morning. Has @AppleSupport addressed this joint officially at all?,Keyboard
2856784,New iOS 11.1.2 doesn’t display the correct app running through the headphones [URL],Sound & Bluetooth
1813985,so a song I downloaded forever ago just got removed from my iTunes and it doesn’t even show I purchased it? What do I do?,Apps & Storage
1983730,"Seeing this bizarre autocorrect problem since update to iOS 11. Phone keeps trying to replace lower case ""i"" with gibberish... [URL]",Keyboard
647372,This new iOS update is really annoying... my phone keeps freezing! @115858,Phone Performance
1004466,my iPhone 6 Plus keeps rebooting randomly and then gets stuck in a boot loop. HELP!!,Phone Performance
1817948,So I come back from camping to find out I’m locked out of my Apple ID and then my Mac has locked me out asking for a PIN number?!?!?,Apple ID
2543961,The site shows shipping went from 3-4 weeks to 2-3 weeks. Does this also mean that those that ordered two weeks ago will see a sooner than expected delivery date as well?,Other
1108503,Hi @115858 what's your policy on replacing the flash extension to headphone jack policy? My third one just broke...(worse life than chargers),Sound & Bluetooth
1532242,"Hey @115858 after your last update, my phone doesn’t allow me to type the letter *I* without It giving a weird question mark",Keyboard
1682497,"Oh my gosh, @115858 PLEASE get your keyboard issues worked out ASAP. Otherwise, that #Pixel is looking reeeeally attractive.",Keyboard
2039399,"Dear @115858 No, I really don’t want Bluetooth turned on. Also I’d like a battery that lasts more than an hour #aintbrokendontfixit #iOS11",Sound & Bluetooth
1787883,Total BS that my iPhone has so many glitches and battery life sucks since the update @AppleSupport,Battery
34622,@115858 After iOS11 the battery is draining very fast. Request you to look into it.,Battery
1311459,Updated to iOS 11.0.2 and my phone battery drained so fast! 🤦🏻‍♀️ Much more worst than previous.. @AppleSupport,Battery
1265768,@115858 you need to do something about this fucking update every second my phone keep freezing fix this bullshit update,Phone Performance
1830479,Sorry @115858 is this a game to you turning on my WiFi and Bluetooth and rinsing my battery all day. If I want it on I’ll turn it on,Sound & Bluetooth
2304641,@668680 HELP! Can’t get rid of this pop up 😤. Two hours on the phone with @AppleSupport no help. Only on phone since iCloud backup to new iPhone 8. @28598 so frustrating. #popups [URL],Apps & Storage
177813,Just updated to iOS 11 and this happens to my keyboard..What happen here? [URL],Keyboard
2792081,"@115858 Trying to add my son to my family account (for which I just took out an Apple Music subscription because he needs it). Impossible! Created new email addresses, new Apple ID's - nothing works. Screenshot below from a MAC. #AppleSucks [URL]",Apple ID
288341,my right AirPod won’t charge. I’ve had them for a few months. What do I do?,Sound & Bluetooth
617333,"Hey 👋🏾 @AppleSupport, where are FaceTime Live Photo’s saved? I can’t find them anywhere 🤷🏾‍♀️",Screen & Camera
667047,I️ haven’t upgraded my software as I️ hear this is the wrong thing to do and I’ll have to get a new phone. I’m happy with my iPhone 6. No software update and I still can’t write the letter I️ thanks you guys suck. Who needs an I️ anyway?,Keyboard
1807823,I’ve gotta say that @115858’s iOS 11 is now getting better. @AppleSupport But it’s sad to say that no fix for homescreen 3D Touch lag issue.,Screen & Camera
81797,hi ! Can we have my battery health on my iPhone 6 checked ?,Battery
1911908,"hi, iPod nano bought last year, is it compatible with wireless headphones? Thanks",Sound & Bluetooth
701551,my sons iPhone 5s has suddenly started displaying this on the screen. When connected to iTunes it says either update or restore and update. He's tried both but neither have solved the problem. Any ideas? [URL],Apps & Storage
604001,"3D Touch seems to have stopped working sometime after updating to 11.2. I’ve checked settings and it is still enabled, just not functional",Screen & Camera
542324,"Not an issue but when u put a new SIM, go to settings->AppleID. It asks you to “Uptade” instead of “Update” your trusted phone.",Apple ID
1977159,my phone keeps crashing / not working since the update! Is this happening to most people? This update is awful!,Phone Performance
1596687,@115858 y’all need to fix this little bug every time I type in the letter I,Keyboard
2779346,Anyone have a solution for the @115858 iPhone “I” glitch w/o turning off predictive text? Their latest iOS update that claims to solve the problem didn’t fix it,Keyboard
2440855,Is anyone else facing the boot loop problem I am on the iPhone 6? My phone is now rendered useless and I can't back up my photos and I want to die please give me a new phone @AppleSupport you owe me big time,Phone Performance
1644503,@115858 can we get a bug fix for iOS 11 where 1/2 of my message feed doesn’t disappear below my keyboard? Thanks.,Keyboard
1803258,@115858 Whatever you’ve done with the last iPhone update please undo it! Phone keeps freezing & is now v.slow.,Phone Performance
1947437,what’s the value in having a files #icloud folder if i can’t access that folder from apps. having an image in photos and files is silly,Apps & Storage
2241169,People can’t be spending hundreds of dollars on their devices for you to STILL not be fixing the fkn I️ in my keyboard @115858 🤬😡,Keyboard
2859990,How can you change the store in the @118936 @AppleSupport @115858 #apple #appstore #itunes #Apple,Apps & Storage
2284982,Omg the question mark boxes are ending my life rn pls fix this shit @AppleSupport,Keyboard
1458985,"@115858 swear to Christ if I pay $1010 for an IPhone X and can’t even type “i” without a bug, I’m sueing.",Keyboard
2237326,There’s sth wrong with my iTunes I can’t download the album. @AppleSupport @115858 @115948 SOMEONE FIC THIS.,Apps & Storage
2962818,Are you aware that the iOS keyboard randomly adds a ‘capital’ letter to words mid sentence... Here’s an example with the word Car ! Why does is auto correct to a capitol C ??,Keyboard
543795,help. 11.1.2 has caused problems since midnight. Can't even use the phone as it keeps restarting. What are you going to do about it.,Phone Performance
548088,my iPhone 8 keeps restarting on iOS 11.1.2 what is going with you guys Why your quality is dropping?!!,Phone Performance
234643,Does @115858 has any plans in fixing the battery draining issues in #ios 11.0.2.? Start feeling like using #Android phone?@116333,Battery
1302372,"iOS 11.3 has broken my phone. Volume control doesn’t work, alarms have no sound, battery life horrific, freezes all the time",Sound & Bluetooth
2279930,any idea why my iTunes has done this? I’ve brought the CD and imported but it looks like it hasn’t done it right? [URL],Apps & Storage
2078777,Hate this new iPhone update 👺 phone crashes all the time now and touch screen sometimes doesn’t work. @AppleSupport - sort it out!,Screen & Camera
1864927,My phone keeps freezing and now it’s not letting me make or hear calls since this update 🙃 @AppleSupport,Phone Performance
2505090,"iPhone 6 randomly restarts, camera roll frequently won’t open, screen orientation issues when in messages app. #ios11 @AppleSupport",Screen & Camera
151456,why since the latest update can’t I just open my camera and take a picture without having to mess around with my settings turning Live Photo’s off again and turning the flash off again 😡😡😡😡😡,Screen & Camera
1807878,"Thx @AppleSupport @115858 for #iOS11. Feels like I have an Android phone: low battery, lots of bugs and crashes! Worst iOS ever!",Battery
1641346,"having problems downloading apps from App Store, what should I do? Username and password is all set it just won’t load 🤔",Apps & Storage
1231307,"Hello, i have a problem with the microphone (iPhone 7 plus). thank you",Sound & Bluetooth
1021683,is there anyway I can seriously get this Bluetooth issues fixed already you guys do the dumbest updates and ruins the phone,Sound & Bluetooth
2122550,Hey @AppleSupport why does it take 3 weeks to reset Apple ID. It’s getting ridiculous! Can you respond please for the second time of asking?,Apple ID
542361,my iPhone keeps restarting 2every 2 mins. How can I fix this?,Phone Performance
2065258,"Hi, in my iTunes library, it lists two of some tracks (see image).How can I only one of each track? [URL]",Apps & Storage
1118105,@115858 could u please explain to why the new iOS update drains my battery so severely? Losing 1% a minute. Do you even vet for older phones?,Battery
2786403,"Can't access to my AppleID, I lost all my contacts/media and VERY important info on my 'Note' app. @AppleSupport just didn't help at all",Apple ID
1925510,"Airpods do not work with iMac late 2012 after installing 10.13.1. Sound is broken, huge lags with iTunes or Netflix. Help!",Sound & Bluetooth
1394064,"hi guys, how can I clear my $0.66 App Store balance? Thanks a bunch.",Apps & Storage
1798557,@115948 @AppleSupport I got a notification that someone followed me on Apple Music but got an error message when I opened the app.,Apps & Storage
539973,"My iPhone 6s with iOS 11.1.2 keeps restarting within seconds, why?",Phone Performance
1888236,"updated, phone is slow, can’t answer calls, calls don’t display, hate it",Phone Performance
828366,being prompted to review apple ID when downloading apps on new phone. Wont let me review. Pls help asap,Apple ID
13197,Écran d’iPhone cassé. Impossible à connecter sur iTunes ... des astuces svp ? @AppleSupport,Apps & Storage
2006853,"Hey, @AppleSupport- New emojis are fun, but passable battery life & texts that show names instead of numbers are even more fun. Fix this!",Battery
2343754,hey can you explain why my battery is incapable of lasting 30 minutes after ios 11?,Battery
1470019,Getting sick of entering my Apple ID password every few days & having to enter my CC security code every time I buy something,Apple ID
942267,"Worst update of iOS 11, my phones battery is draining like water. It lasts for only 3-4hrs. Not expected from @AppleSupport 😢😢",Battery
870318,Totally going to have to return / hopefully replace my AirPods…battery issue makes them unusable // @AppleSupport,Sound & Bluetooth
395521,@115858 this is annoying. Can’t control music from lock screen when connected to Bluetooth earphone. Please help 😁 x [URL],Sound & Bluetooth
2271675,"@118721 I bought the Journals album by Justin Bieber on iTunes, it's ok. I changed my iPhone and i've been downloading, but its doesn't do... What do I do??",Apps & Storage
2534793,Lost one of my airpods what can you do for me @AppleSupport,Sound & Bluetooth
2294300,my phone freezes 4/5 times a day since I updated. 3 times in the last 20 minutes 😡😡,Phone Performance
1368981,my pickup/delivery date has disappeared...should I worry? :( @AppleSupport @115858 😟 [URL],Other
1896082,is it possible for me to change Apple ID stores without losing my money on current Apple ID account ???? Thanks homies,Apple ID
487878,can you help me? My #AirPods battery level does not show on my #AppleWatchSeries3 with wos 4.1,Sound & Bluetooth
1736114,This A question mark box is ANNOYING. Why can’t we have nice things @115858,Keyboard
599076,"I upgraded to iOS 11.2 because I got hit by @115858's notifications bug (disabling app notifications between crashes was fun), and now my phone won't start, won't hard reset, won't DFU, nothing. It just displays the red battery icon. @AppleSupport I can't be the only one, right?",Battery
1962415,"I️ realize the irony of a genius tweeting this, but have you seen this? @AppleSupport cleared keyboard dictionary and restarted device. [URL]",Keyboard
619481,Hey @115858 what gives? Anyone else’s battery drain overnight to like nothing? Mine went from 100% to 46% in like 7 hrs. I get alerts but never had an issue until the update. Fail @AppleSupport big time fail!!,Battery
2573888,did you fix the keyboard issue yet? I️,Keyboard
2617091,Id like to be able to restrict access to the speakers on apps to listen to music and play a .gif at the same time @AppleSupport @115948,Sound & Bluetooth
1072709,"This @115858 update seriously turned my phone into trash. I’ve never had so many glitches, screen freezes or shutdowns in my life.",Phone Performance
1674136,@115858 @AppleSupport Please fix this stupid autocorrect error that keeps changing “ I “ to “ I️ “ . I️ can’t afford an iPhone X 🙄🙄🙄🙄,Keyboard
1245976,"The IOS update is causing my apps to freeze. Also, the touch screen is having a hard time with the small icons.",Screen & Camera
2266120,@115858 @AppleSupport @46228 I️ would like to use the letter “I️” in posts and messages by apparently I️ am unable to type anything other than I️. I️ even tried to trick it and write I️ but this bug is smarter than me. Do you see the problem I️ am speaking of?,Keyboard
385954,The App Store not letting me download any apps 🙄 @AppleSupport,Apps & Storage
2117265,Can SOMEONE PLZ fix this!?! Every time I️ type i it alters to stupid question mark box. @115858. Crazy ridiculous ha. Atleast alter to 🍆 or.. [URL],Keyboard
2834396,@115858 @AppleSupport why is Bluetooth constantly turning itself on on my phone. This is invasive and bullshit and I hate you and everything you stand for,Sound & Bluetooth
628021,"@AppleSupport, All incoming calls to my iPhone are automatically rejected when connected to my car’s head unit via Bluetooth; Do not disturb while driving are set manually and are not activated. Can you help me figure out what’s wrong and how to fix it. Screenshots below. Thanks. [URL]",Sound & Bluetooth
2185447,"when will iOS11 actually get the battery issue fixed, mine and partners battery go from 100-10% in only 4 hours!!! Time to go back to android if it’s not fixed",Battery
2234456,The appstore wont let me download or update anything! HELP! @118936 @AppleSupport,Apps & Storage
1920432,Forgot password for my itunes account. Spoke to Apple they said wait. Still waiting over a week later.,Apple ID
1762843,@115858 @AppleSupport @118936 I added an iTunes gift card . i still cannot download apps or pay for my student Apple Music account. Why?,Apps & Storage
2725952,whatwrong with the new ios update battery life does no last in less the 17 mins bat lost 30% of its life and the pull up menu is all over when rotating it. some time can’t even acces it. ipad mini [URL],Battery
2041470,@115858 girl when are y’all gonna fix the obvious Bluetooth issues w/ iOS 11? My audio drops out in my car speakers constantly!,Sound & Bluetooth
1677075,"the new iOS is a joke, you can’t even type the letter that comes after h in the alphabet! Fix the basics!!!",Keyboard
2297335,"Super cool that my brand new less than a month old iPhone 8+ is total shit. No WiFi, no Bluetooth, @AppleSupport tells me to reset",Sound & Bluetooth
367521,"@116333 iOS 11 is lovely, except it is a battery killer on 6s. Awful. Terrible. Basic used went from 8-10 hrs to 3 or 4. :(",Battery
2067880,@115858 can you come out with an update that doesn’t make my phone freeze 🙄 thanks.,Phone Performance
2047972,could you provide me information about the battery health of my device?,Battery
1837293,Does anyone else’s iPhone keep randomly restarting after updating to ios 11,Phone Performance
738910,@115858 sent my beats earphones for repair 2 times already and got them back but still don’t work. #Disappointing,Sound & Bluetooth
539853,my iPhone 7 keeps restarting and asking for passcode. What is up?,Phone Performance
2321910,my phone home button and touch screen randomly stopped working so now i can’t do anything (: great @115858,Screen & Camera
1734458,Hey @115858 it’d be great if I️ could type the letter “I️” without this popping up all the time [URL],Keyboard
1983230,ios11 has made the iPhone slow and buggy. Is there a solution to go back to last iOS or when are you updating the bugs?,Phone Performance
1386620,🗣Fix the keyboard @AppleSupport,Keyboard
1693359,“Capital eye” find this annoying #apple @115858 #iphoneglitch #I️ I️?,Keyboard
674642,"Battery after the last update (iOS 11) has become very, very bad. Please resolve this problem quickly.",Battery
2067585,Anyone else have the iPhone 8+ and having soft static noises come out of their speaker? @115858 a little help here??,Sound & Bluetooth
1445607,Honestly should have never gotten the update. My iPhone keeps freezing and restarting. @115858 addy please. I just want to talk.,Phone Performance
1248361,Ok two hours with apple support for my AirPods ! #AirPods @115858 please help me!!! 🙄🙄,Sound & Bluetooth
63165,"got these brand new headphones, and they didn’t even work right out of the box. where’s the quality control? Smh [URL]",Sound & Bluetooth
1983732,Hi @115858 @AppleSupport why is my phone doing this when I️ press i? I️ I️,Keyboard
763108,My 1st gen @115858 watch's battery no longer makes it through 1 day after #watchOS4 update. Guessing I'm wearing a normal watch out tonight.,Battery
958883,"Dear @115858, since your last update the battery drain on my iPhone 6 is shocking. Please fix or I shall have to consider alternatives.",Battery
402661,Why is everything with @115858 so shitty? Can't even schedule a repair for a broken keyboard. Website keeps asking for password :(,Keyboard
1992919,yo @115858! what’s good with this glitch in this new update? I️ type the letter “i” and this super mario box with a question mark comes up!,Keyboard
2312523,"@115858 Ever since I updated, my phone will not download pictures, freezes and slow touch screen response. Really annoying. Is there a fix?",Screen & Camera
2302688,"I have just seen £10 go out my account for iTunes , can you help me out I don’t ko W what it for? @115858 @AppleSupport",Apps & Storage
874943,"Dear @AppleSupport: Why did you launch such a sh*tty update? My phone keeps freezing while using, delaying apps, and turning off every week",Phone Performance
414971,"Don’t bother upgrading to iOS 11.0.2 it’s glitchy as shit with iPhone freezing, apps crashing and iPhone resetting itself @AppleSupport",Phone Performance
2292792,I JUST GOT MY 7 REPLACED BC MY LAST ONE STOPPED WORKING. I JUST UPDATED LAST NIGHT AND NOW I CANT HEAR ANYTHING DURING PHONE CALLS. YALL BOUT TO GIVE ME THIS 8 FOR FREE IM NOT PLAYING @115858,Sound & Bluetooth
2237252,When you have to always carry a charger because the battery dies in an hour @115858..... A mobile phone that’s not a mobile phone 🤷🏼‍♀️,Battery
427420,iOS 11 so annoying always turning on my Bluetooth and WiFi on its own @AppleSupport,Sound & Bluetooth
639922,#iOS11 0.2 on 📱7. #Fail Poor battery. Poor WiFi. No speakerphone. Apps Freeze. Can’t pause 🎧 in Control Centre. Thanks 🍎 Not!,Battery
1216327,IOS 11.0.3 is garbage. My phone freezes every hour basically. If it’s compatible with my phone then it should work PROPERLY!,Phone Performance
803107,My iTunes has started skipping tracks before they finish... Really getting on my nerves! Anyone know how I can fix this? @AppleSupport,Apps & Storage
2928467,"Hmm, trying to purchase this new @118062 album on iTunes & it isn't working? What's up with that, @118721? @AppleSupport @115948 [URL]",Apps & Storage
1895884,Ever since the new update my 8 Plus speaker has been crackling/distorting while I listen to music. Any explanation? @115858,Sound & Bluetooth
2095767,I created a calendar in iCloud and shared it with a friend. She has edit rights and the cal is also public. I now want to transfer ownership (and its contents) to her and remove it from my iCloud account. How do I do this?,Apple ID
1733839,Look @115858 you are messing around with my autocorrect.. what is it with A ? And the box? You know what I️ am talking about! #FixIt,Keyboard
2711856,"Very very strangely, my iPad screen cracked in my hands without being dropped or any external forces. It happened in a room with AC on and at the temperature around 76F. Horrible incident and horrible defect with this iPad. [URL]",Screen & Camera
2217447,I swear @115858 messed with my 7+ battery life.,Battery
