conversation_id,customer_message,context,intent,escalation_label,escalation_reason
824068,is iCloud wiping photos and backups exceeding 5gbs after having downgraded from a paid tier normal?can't you just not add more,"[Customer]: is iCloud wiping photos and backups exceeding 5gbs after having downgraded from a paid tier normal?can't you just not add more
[AppleSupport]: We're here to help. Let's take this to DM so we can better assist you. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1792980,1GB of unused space and yet my camera app says storage is full... @AppleSupport [URL],"[Customer]: 1GB of unused space and yet my camera app says storage is full... @AppleSupport [URL]
[AppleSupport]: We'd like to help. Please DM us the iOS version that's currently installed on your iPhone and we'll go from there. [URL]
[Customer]: DM’d",Screen & Camera,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2096015,"I have 5s, voice call sound is not clear crackling and blurred And sometime WiFi is not connting easily after ios 11","[Customer]: I have 5s, voice call sound is not clear crackling and blurred And sometime WiFi is not connting easily after ios 11
[AppleSupport]: You're in the right place for help. Select the following link to join us in a DM and we'll continue there. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2309065,Has anyone else noticed since updating your #iOS that your alarm is sooo quiet?? I’m afraid I’m going to sleep through it even though my volume is all the way up! @115858 #applechat #iphone,"[Customer]: Has anyone else noticed since updating your #iOS that your alarm is sooo quiet?? I’m afraid I’m going to sleep through it even though my volume is all the way up! @115858 #applechat #iphone
[AppleSupport]: Let's take a look so you can go to sleep without worry. To clarify, are any other sounds very quiet like music, calls, etc.?
[Customer]: Texts, calls and music have been normal. Someone suggested going to settings to try ‘change with buttons’ so I’ll try that and see if it helps. Thanks for the response!",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
120683,"My Apple Watch is still not connecting to Wi-Fi. Did everything: forgetting & reconnecting iPhone Wi-Fi, shutting-off devices & Bluetooth, repairing... Wi-Fi network is 2,4Ghz and 11b/g/n. Called French @AppleSupport. They were so lost I decided to get another coffee ☕️. Help?","[Customer]: My Apple Watch is still not connecting to Wi-Fi. Did everything: forgetting & reconnecting iPhone Wi-Fi, shutting-off devices & Bluetooth, repairing... Wi-Fi network is 2,4Ghz and 11b/g/n. Called French @AppleSupport. They were so lost I decided to get another coffee ☕️. Help?
[AppleSupport]: We're happy to help. Just to make sure we understand, after trying all these steps, your Apple Watch still won't connect to Wi-Fi at all? What iPhone and iOS version do you have? DM us so we can gather additional information to assist you. [URL]",Sound & Bluetooth,ESCALATE,Audio hardware damage or lost accessory requiring physical replacement.
2949626,imessage can't be activated after sign out and sign in...,"[Customer]: imessage can't be activated after sign out and sign in...
[AppleSupport]: Let's see why you're having this issue with iMessage. Are you getting an error message when you try to sign in? Check out this link and see if these steps help you get that activated: [URL]
[Customer]: I've tried Turn off and restart iMessage and FaceTime. But it's still waiting for activation.",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2484295,Thanks @AppleSupport for the new update. So glad I can’t connect to anything Bluetooth now!,"[Customer]: Thanks @AppleSupport for the new update. So glad I can’t connect to anything Bluetooth now!
[AppleSupport]: We can help with Bluetooth. What iOS version and device are you currently using?
[Customer]: 11.1.1",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
358919,So my @AppleSupport MacBook has restarted 5 times and won’t actually turn on.. I just get this screen then it goes black [URL],"[Customer]: So my @AppleSupport MacBook has restarted 5 times and won’t actually turn on.. I just get this screen then it goes black [URL]
[AppleSupport]: We can help! Send us a DM to get started. [URL]",Phone Performance,ESCALATE,"Severe system instability, persistent bootloop, or restore failure requiring advanced diagnostics."
2947032,"Hi, I can’t download new apps or update current ones after installing the latest update. Can you help, please? Apps are all stuck on loading/waiting and not downloading.","[Customer]: Hi, I can’t download new apps or update current ones after installing the latest update. Can you help, please? Apps are all stuck on loading/waiting and not downloading.
[AppleSupport]: We'll be more than happy to help look into this for you. What Apple device are you using so we can be sure we're providing the best steps?
[Customer]: Thank you, I’m using an iPhone 7 Plus.",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
61066,can you tell me why it keeps coming up my storage is nearly full no matter HOW MUCH or WHAT I delete? ☹️,"[Customer]: can you tell me why it keeps coming up my storage is nearly full no matter HOW MUCH or WHAT I delete? ☹️
[AppleSupport]: We're here to help. Let's take this to DM so we can better assist you. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1564047,Why is the letter “I” being replaced when used by itself with a capital A and a question mark?!?!?!? @AppleSupport,"[Customer]: Why is the letter “I” being replaced when used by itself with a capital A and a question mark?!?!?!? @AppleSupport
[AppleSupport]: Let's get that autocorrect issue resolved. Take these steps here: [URL] Did that help correct it?",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
400928,the new update is draining my battery!!! What is going on??,"[Customer]: the new update is draining my battery!!! What is going on??
[AppleSupport]: We'd be happy to look into this with you. Please reach out to us via DM and we'll get started. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1976015,"my iPhone 6 outside of the headphone jack got disformed, looks like an oval. Anyway to get this fixed?","[Customer]: my iPhone 6 outside of the headphone jack got disformed, looks like an oval. Anyway to get this fixed?
[AppleSupport]: We would need to have this serviced. DM us your location to get started. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1895409,All I want to do is sign into the @118721 store but it says my Apple ID hasn’t been used with the store before and won’t sign,"[Customer]: All I want to do is sign into the @118721 store but it says my Apple ID hasn’t been used with the store before and won’t sign
[AppleSupport]: Thanks for reaching out. Are you able to sign in to our website? [URL] Let us know via a DM. [URL]
[Customer]: Spoke on phone. Dealing with Apple ID is an extremely opaque and kafka-esque journey.",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
2002648,Yo @AppleSupport can’t even hold a 5 hr charge on iOS11 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,"[Customer]: Yo @AppleSupport can’t even hold a 5 hr charge on iOS11 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
[AppleSupport]: We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2301965,Why Safari hangs every time while typing anything in search bar? Happening since 3-4 days. Totally frustrating.😡😡,"[Customer]: Why Safari hangs every time while typing anything in search bar? Happening since 3-4 days. Totally frustrating.😡😡
[AppleSupport]: We’d like to understand more about this. DM us some details, tell us which device you're using, and we’ll take it from there. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1711357,iPhone 7 keeps freezing the apps keep crashing it’s been happening more frequently tonight I’ve updated the iOS 0 difference,"[Customer]: iPhone 7 keeps freezing the apps keep crashing it’s been happening more frequently tonight I’ve updated the iOS 0 difference
[AppleSupport]: We certainly want your device to be responsive. Do you have any apps pending update? [URL]
[Customer]: All currently up to date",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
830035,iOS 11.0.3 is the biggest load of shite ever. I thought my battery was bad beforehand. 😧 @AppleSupport,"[Customer]: iOS 11.0.3 is the biggest load of shite ever. I thought my battery was bad beforehand. 😧 @AppleSupport
[AppleSupport]: We're glad you took the time to reach out! We can help. Send us a DM and let us know which iPhone we're working with. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2960107,"my dearest new iPhone 8 Plus keeps crashing, blacks out and restarts about 20 times a day. Even after it has gone through the service center. Just refuses to budge!","[Customer]: my dearest new iPhone 8 Plus keeps crashing, blacks out and restarts about 20 times a day. Even after it has gone through the service center. Just refuses to budge!
[AppleSupport]: Thanks for contacting us. We have received your DM's. We will work with you there.",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
987839,would be great if the iOS updates wouldn’t kill your battery life,"[Customer]: would be great if the iOS updates wouldn’t kill your battery life
[AppleSupport]: Send us a DM and let us know what version of iOS you're running. We'll be glad to help. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2775995,So I figured out why my phone dies so quickly after ios 11 update! Look at the bar for brightness move on its own without me even touching it i put my phone down on my desk... @AppleSupport how can i turn that off its killing my phone. [URL],"[Customer]: So I figured out why my phone dies so quickly after ios 11 update! Look at the bar for brightness move on its own without me even touching it i put my phone down on my desk... @AppleSupport how can i turn that off its killing my phone. [URL]
[AppleSupport]: You can turn off Auto-Brightness in the Accessibility settings. To get there, select ""General"" in the Settings app, then ""Accessibility."" On the next page, tap on ""Display Accommodations, "" and you'll see the toggle for ""Auto-Brightness.
[Customer]: Thankyou its been killing my battery",Battery,AUTO-HANDLE,Informational inquiry on battery health settings and standard power-saving configuration.
557879,"videos in my camera roll show up blank and won't play, all my contacts got deleted, what are you doing to my phone","[Customer]: videos in my camera roll show up blank and won't play, all my contacts got deleted, what are you doing to my phone
[AppleSupport]: We're happy to look into issues you're experiencing with your videos and contacts. DM us your model iPhone, the iOS version installed and details regarding any error messages you're receiving. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1850918,"One of my gaming apps is telling me I need to update it. When I go to App Store it only says “open app”, can’t update it.","[Customer]: One of my gaming apps is telling me I need to update it. When I go to App Store it only says “open app”, can’t update it.
[AppleSupport]: Let's look into this together. Which device are you experiencing this on, and which software version is it running?
[Customer]: I’m using an iPad. I’m on iOS 11.0.3",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
541114,Woken up to both my iPhone 6Plus and 8 running OS11 restarting itself every 60sec. Forced reboot or remove SIM doesn't work - phones won't stay on long enough to unlock and access settings. Help?,"[Customer]: Woken up to both my iPhone 6Plus and 8 running OS11 restarting itself every 60sec. Forced reboot or remove SIM doesn't work - phones won't stay on long enough to unlock and access settings. Help?
[AppleSupport]: We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1584572,When u literally delete every picture off ur phone and @115858 decides to still allow u to have no storage?! 😡😡 so annoyed right now,"[Customer]: When u literally delete every picture off ur phone and @115858 decides to still allow u to have no storage?! 😡😡 so annoyed right now
[AppleSupport]: We'll do everything we can to help you with your device. Here's a link to DM us. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2345969,I forgot my password and I’m waiting for my new ID for over one week!!! I called many times but nothing!!! I’m very upset,"[Customer]: I forgot my password and I’m waiting for my new ID for over one week!!! I called many times but nothing!!! I’m very upset
[AppleSupport]: Thanks for reaching out. This article will show you how to check the status of your Account Recovery request: [URL]
[Customer]: Can u send me the link in French please??",Apple ID,ESCALATE,"Involves sensitive credentials, password reset, or account lockout requiring private identity verification."
1825412,how can I never sign into iCloud? I try to reset my password but still nothing works,"[Customer]: how can I never sign into iCloud? I try to reset my password but still nothing works
[AppleSupport]: Send us a DM and let us know what is going on when you try to sign in and we'll do everything we can to help. [URL]",Apple ID,ESCALATE,"Involves sensitive credentials, password reset, or account lockout requiring private identity verification."
2372169,Downloaded the new OS to my MacBook Air and now iCloud sign in doesn't work an either the MacBook Air or the Mac Desktop. Help?,"[Customer]: Downloaded the new OS to my MacBook Air and now iCloud sign in doesn't work an either the MacBook Air or the Mac Desktop. Help?
[AppleSupport]: Thanks for reaching out. May we ask when you updated the MacBook Air? Also, which macOS/OS X version is your other Mac using?
[Customer]: Updated today to 10.13.1 Desktop is using 10.12.2.",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
2347694,Anyone else’s iPhone 7 running like dog shit after #iOS 11.1.1 ? @AppleSupport,"[Customer]: Anyone else’s iPhone 7 running like dog shit after #iOS 11.1.1 ? @AppleSupport
[AppleSupport]: We're here for you! Send us a DM with the details of the issue you're experiencing, and we'll continue together there. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1075404,@115858 The ‚slide-up‘ shortcuts do not turn off my wifi & bluetooth anymore since the update #iphone6 #whywhywhy #w8stetime,"[Customer]: @115858 The ‚slide-up‘ shortcuts do not turn off my wifi & bluetooth anymore since the update #iphone6 #whywhywhy #w8stetime
[AppleSupport]: This article explains more about the changes to Bluetooth & Wi-Fi in iOS 11: [URL]",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
522118,Safari is repeatedly crashing on MacOS High Sierra. All security patches installed. (Most recent patch looks like it came through twice.) Is there a way to resolve this?,"[Customer]: Safari is repeatedly crashing on MacOS High Sierra. All security patches installed. (Most recent patch looks like it came through twice.) Is there a way to resolve this?
[AppleSupport]: Safari is important for any Mac and we'd like to help. What's your model and is macOS High Sierra 10.13.1 the version installed? As you already made sure to check for any updates in the App Store, have you tried any other steps since this started? DM us your answers [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2692852,@115858 yo my back camera fucked up I think y’all sent me a defective phone,"[Customer]: @115858 yo my back camera fucked up I think y’all sent me a defective phone
[AppleSupport]: We are here to help whenever possible. DM the specific issue you are seeing with your camera to get started. [URL]",Screen & Camera,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
588114,Strange!! My phone having iOS 11.2 rebooting after every couple of minutes. Totally Unusable.,"[Customer]: Strange!! My phone having iOS 11.2 rebooting after every couple of minutes. Totally Unusable.
[AppleSupport]: We definitely want you to have a good experience after the update. We'll do everything we can to help. Does the Apple logo appear when the iPhone reboots or does it just go to the Home screen?",Phone Performance,AUTO-HANDLE,"General performance lag addressable with standard restart, cache clearing, and storage checks."
1202855,how do I stop the music player being on the home screen when on stand by - it keeps stoping the music when phones in my pocket,"[Customer]: how do I stop the music player being on the home screen when on stand by - it keeps stoping the music when phones in my pocket
[Customer]: I want to stop this happening [URL]
[AppleSupport]: We can definitely help out. To confirm, is the screen staying on and therefore being paused while in your pocket?",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2408612,I have an iPod that’s on disabled connect to iTunes mode and I can’t get the recovery mode to activate what should I do?,"[Customer]: I have an iPod that’s on disabled connect to iTunes mode and I can’t get the recovery mode to activate what should I do?
[Customer]: I’m going to try to see if I can get recovery mode to activate later tonight but what should I do if it doesn’t?
[AppleSupport]: We'll do everything we can to help get that iPhone restored. Recovery mode is totally going to be your next step. Reach out if you have any issues with that.",Apple ID,ESCALATE,"Involves sensitive credentials, password reset, or account lockout requiring private identity verification."
2572027,yoooo @115858 what’s this crap with the phones glitching twitching and acting very slow when I’m typing and etc ?!?!?! You gotta fix this asap no rocky,"[Customer]: yoooo @115858 what’s this crap with the phones glitching twitching and acting very slow when I’m typing and etc ?!?!?! You gotta fix this asap no rocky
[AppleSupport]: We want to be sure you get the most out of your iPhone's performance. We can help! Send us a DM and let us know which iOS you're running currently. We'll take it from there. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
554747,"this is the worst bug ever, decided to not update before I go to bed cause I wanted to listen to some podcast (1 am still not affected), woke up to a respringing POS brick... if the charging damages my iPhone X will it be covered?","[Customer]: this is the worst bug ever, decided to not update before I go to bed cause I wanted to listen to some podcast (1 am still not affected), woke up to a respringing POS brick... if the charging damages my iPhone X will it be covered?
[AppleSupport]: Thanks for meeting us in Twitter for help on your device. Can you verify what version of iOS 11 you're currently running on your iPhone X so we may proceed?",Phone Performance,AUTO-HANDLE,"General performance lag addressable with standard restart, cache clearing, and storage checks."
2284493,@115858 stop turning my bluetooth on every time my phone restarts.,"[Customer]: @115858 stop turning my bluetooth on every time my phone restarts.
[AppleSupport]: With iOS 11, Bluetooth will turn on when you restart your iPhone. More information about this is here: [URL]
[Customer]: Thank you",Sound & Bluetooth,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1376754,Is it only me or others are also facing #iPhone7 battery drain issue?? @AppleSupport @115858,"[Customer]: Is it only me or others are also facing #iPhone7 battery drain issue?? @AppleSupport @115858
[Customer]: @440497 @AppleSupport @115858 Signs to upgrade.
[AppleSupport]: We'd like to help. What iOS are you using? Settings > General > About.",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
680551,@115858 what on earth is going on with the new IOS update? iPhone 7+ battery now disappears twice as fast! Really not clever.,"[Customer]: @115858 what on earth is going on with the new IOS update? iPhone 7+ battery now disappears twice as fast! Really not clever.
[AppleSupport]: We can help with battery life. Could you Direct Message us so we can get more information?",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1674802,When is @115858 gonna fix the “I️” problem,"[Customer]: When is @115858 gonna fix the “I️” problem
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]",Keyboard,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2450947,having problems with iphone switching off and the lock screen freezing and going blank and now it’s got worse since the update,"[Customer]: having problems with iphone switching off and the lock screen freezing and going blank and now it’s got worse since the update
[AppleSupport]: We want to help. Reach out via DM using the link below. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
593529,Why my phone keep rebooting after this update?,"[Customer]: Why my phone keep rebooting after this update?
[AppleSupport]: You're in the right place for help. We certainly want you to enjoy the iPhone and for it work as expected. When the iPhone is rebooting, is it happening when not in use or does it happen when using specific applications?",Phone Performance,AUTO-HANDLE,"General performance lag addressable with standard restart, cache clearing, and storage checks."
2193487,"@115858 recently updated my software n it’s messed my phone up can’t skip songs on Spotify or answer calls using my headphones plus various other problems, what’s happening #samsungmaybe👍🏻","[Customer]: @115858 recently updated my software n it’s messed my phone up can’t skip songs on Spotify or answer calls using my headphones plus various other problems, what’s happening #samsungmaybe👍🏻
[AppleSupport]: We're happy to help with any issues you're having. We've just released an update to iOS 11.1.1. If you haven't, lets backup then install the update: [URL] Check out the issues after updating and let us know in DM the results. We're here for you! [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
450403,"Hey @AppleSupport, I can't get the ""Add Image to Photos"" option in the right click menu to work in Safari on 10.13.1 anymore... This just started a couple days ago. Suspect a bug in Safari, but not sure. What do you suggest?","[Customer]: Hey @AppleSupport, I can't get the ""Add Image to Photos"" option in the right click menu to work in Safari on 10.13.1 anymore... This just started a couple days ago. Suspect a bug in Safari, but not sure. What do you suggest?
[AppleSupport]: We’d like to figure out why this is happening too. Do you see the option to download the images from Safari? Do you have any options to save or share the photo?
[Customer]: Yes, the option is still there. When I click it, nothing happens, whereas before it would import the photo into the Photos app just as it normally would.",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2573960,why can’t I access any of my photos on my phone - telling me I can’t download them from iCloud Photo Library??,"[Customer]: why can’t I access any of my photos on my phone - telling me I can’t download them from iCloud Photo Library??
[AppleSupport]: That's not okay. Your photos are important to us and our Photos team wants to help. Reach out here. [URL]",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1947285,"fully charge iPod, remove from power source and the battery drops. iPod then just does this. [URL]","[Customer]: fully charge iPod, remove from power source and the battery drops. iPod then just does this. [URL]
[AppleSupport]: We'll be happy to look into this with you so you can get back to enjoying your iPod. DM us the iOS version installed here: [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2729122,I thought High Sierra’s has increased performance @AppleSupport ? It’s slower even on the simplest of tasks like screen grabs! Used to be instant before. Now have to wait about 2 minutes for it to appear on desktop. #design #graphicdesign,"[Customer]: I thought High Sierra’s has increased performance @AppleSupport ? It’s slower even on the simplest of tasks like screen grabs! Used to be instant before. Now have to wait about 2 minutes for it to appear on desktop. #design #graphicdesign
[AppleSupport]: Hey, we'd like to take a closer look into this to make sure everything is running as it should. Send us a DM and we'll go from there. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1442834,"Updated my phone to latest IOS, worst mistake I’ve made to date. phone running super slow & keeps crashing. #Avoid #Worst @AppleSupport","[Customer]: Updated my phone to latest IOS, worst mistake I’ve made to date. phone running super slow & keeps crashing. #Avoid #Worst @AppleSupport
[AppleSupport]: That's not what we want you to experience. Does this happen with all apps or just one specifically?
[Customer]: It’s been happening with all apps. Phone will just freeze for a good few minutes. Very annoying 😕",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1162005,"So basically the new annoyance w/ @115858 is instead of us being mad about the autocorrect of Ducking, we are super mad with I being I️ #ugh","[Customer]: So basically the new annoyance w/ @115858 is instead of us being mad about the autocorrect of Ducking, we are super mad with I being I️ #ugh
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1646330,Mr. Robot is not working on Apple TV ITunes,"[Customer]: Mr. Robot is not working on Apple TV ITunes
[AppleSupport]: Thanks for reaching out. We'd like to get you in the right direction, for help with Apple TV reach out to our team here: [URL]
[Customer]: Your site is broken",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1148831,Getting this each time I enter my pin. Help? There is no way to get to the next screen either. [URL],"[Customer]: Getting this each time I enter my pin. Help? There is no way to get to the next screen either. [URL]
[AppleSupport]: We're happy to help you activate your new iPhone. Are you able to try while connected to Wi-Fi?
[Customer]: Not trying to activate, but “get ready” for iPhone X through the upgrade program. I’ve tried on and off WiFi.",Apple ID,ESCALATE,"Involves sensitive credentials, password reset, or account lockout requiring private identity verification."
798827,"Wow @115858, your own app won’t open due to “security.” An audio file created on the iPhone in the Voice Recorder app playing in Quicktime. [URL]","[Customer]: Wow @115858, your own app won’t open due to “security.” An audio file created on the iPhone in the Voice Recorder app playing in Quicktime. [URL]
[AppleSupport]: Thanks for reaching out! We can certainly help you. Which macOS are you running currently? [URL]
[Customer]: The newest. High Sierra.",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1142068,Get your shit together @115858 stop putting the media player up on the lock screen when music ISNT PLAYING. I DONT EVEN HAVE AN APP OPEN.,"[Customer]: Get your shit together @115858 stop putting the media player up on the lock screen when music ISNT PLAYING. I DONT EVEN HAVE AN APP OPEN.
[Customer]: @115858 This shit is so annoying I don’t even use Apple Music [URL]
[AppleSupport]: We want to help. Does this appear when other notifications play, or at other times? Let us know in DM. [URL]",Other,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
236392,@115858 update keeps turning on my Bluetooth—why???,"[Customer]: @115858 update keeps turning on my Bluetooth—why???
[AppleSupport]: We have a great resource that helps explain why. Take a look here: [URL]
[Customer]: Thx but was more of a “why does Bluetooth turn itself back on when you change locations or because it’s 5 am?” than “how does this work?”",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
1019374,Please sort out the App Store!! I need to download the x factor app so I can vote and it’s not working!! @AppleSupport,"[Customer]: Please sort out the App Store!! I need to download the x factor app so I can vote and it’s not working!! @AppleSupport
[AppleSupport]: We'd love to help you get your vote in. Do you get an error or alert when downloading?
[Customer]: Nothing comes up, it just does the spinning loading sign when I click install, I’m not able to download anything on the App Store",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2570941,"@115858 baby, what are you doing with these software updates? #ios1103 fried my rear camera and flashlight, and my battery life is trash 👎","[Customer]: @115858 baby, what are you doing with these software updates? #ios1103 fried my rear camera and flashlight, and my battery life is trash 👎
[AppleSupport]: We'd like to get your device working right again. Which model do you have and is iOS 11.0.3 the version installed? Any steps tried?",Screen & Camera,AUTO-HANDLE,Camera/display feature or settings configuration resolvable via standard self-service steps.
848283,"Dear @AppleSupport, ever since I upgraded to #ios11 my battery drains overly quickly. Please sort this bug out asap. Many thanks","[Customer]: Dear @AppleSupport, ever since I upgraded to #ios11 my battery drains overly quickly. Please sort this bug out asap. Many thanks
[AppleSupport]: We'd like to look into this battery drain issue with you. DM us using the link below. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2506762,"how do I turn off this auto brightness stuff with iOS 11, it’s getting really annoying constantly adjusting it.","[Customer]: how do I turn off this auto brightness stuff with iOS 11, it’s getting really annoying constantly adjusting it.
[AppleSupport]: Great question. You can turn this off in Settings > General > Accessibility > Display Accommodations. Check out this link for more information on brightness settings: [URL]
[Customer]: Guess I didn’t look hard enough for it. Thanks",Screen & Camera,AUTO-HANDLE,Camera/display feature or settings configuration resolvable via standard self-service steps.
716614,"Help new #ios makes my iPhone 6 stuck, slow and no working properly at all. Why oh why @115858!!!!","[Customer]: Help new #ios makes my iPhone 6 stuck, slow and no working properly at all. Why oh why @115858!!!!
[AppleSupport]: We want to look into this. Can you tell us which iOS 11 version you're on? Settings > General > About will tell you.
[Customer]: 11.0.2 (15A421)",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1398118,"any ideas what's wrong with my screen, folks? Showing green and purple.Happened randomly, no shock/heat/water exposure. [URL]","[Customer]: any ideas what's wrong with my screen, folks? Showing green and purple.Happened randomly, no shock/heat/water exposure. [URL]
[AppleSupport]: Send us a DM and we'll take a closer look at this with you. [URL]",Screen & Camera,ESCALATE,Physical hardware damage or component failure requiring hands-on inspection or hardware repair.
1983490,"Is it me, or since I updated my @115858 iPhone and iPad OS the battery juice is running down a lot faster.... ??","[Customer]: Is it me, or since I updated my @115858 iPhone and iPad OS the battery juice is running down a lot faster.... ??
[AppleSupport]: We want to help you get the most battery life from your iPad. Check out [URL] for tips to accomplish that.
[Customer]: Thanks for the response! Hoping an OS update to solve battery draining issue will be forthcoming soon!",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2615338,"I can’t download (apps)on my iPhone coz of billing problems,I’am so upset that I can’t watch bts!i was charged unauthorized [URL]","[Customer]: I can’t download (apps)on my iPhone coz of billing problems,I’am so upset that I can’t watch bts!i was charged unauthorized [URL]
[AppleSupport]: We'd recommending reaching out by telephone since you reached out previosuly by chat. The iTunes team will be best suited to help look into this with you here: [URL]
[Customer]: I’ve tried calling and no one ever answers the phone! I’ve let it ring it for 6x each time I called back every min",Apple ID,ESCALATE,"Involves sensitive financial transactions, billing disputes, or payment details requiring human account review."
174936,I don’t want to use your iCloud. I do I make it so you can’t keep reminding me to sign in. If it keeps happening I’ll just switch companies [URL],"[Customer]: I don’t want to use your iCloud. I do I make it so you can’t keep reminding me to sign in. If it keeps happening I’ll just switch companies [URL]
[AppleSupport]: We'd like to help sort this out. Can you confirm that no part of iCloud is signed in to the device? This prompt appears after terms and conditions change with existing accounts.
[Customer]: Never mind I found the setting. I had one of my emails attempting to login so I deleted it. No the Cloud People can’t get their hands on my secret plans to over throw the Lizard people. Children in the village will sing tale of this day. Thank you",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
